,Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS.1,Unnamed: 6,Unnamed: 7,Attend.,Arena,Notes
27,"Sat, Feb 4, 2023",8:00p,Portland Trail Blazers,121.0,Chicago Bulls,129.0,Box Score,,20135.0,United Center,
28,"Sat, Feb 4, 2023",8:00p,Miami Heat,115.0,Milwaukee Bucks,123.0,Box Score,,18008.0,Fiserv Forum,
29,"Sat, Feb 4, 2023",8:00p,Houston Rockets,121.0,Oklahoma City Thunder,153.0,Box Score,,16994.0,Paycom Center,
30,"Sat, Feb 4, 2023",8:30p,Dallas Mavericks,113.0,Golden State Warriors,119.0,Box Score,,18064.0,Chase Center,
31,"Sat, Feb 4, 2023",9:00p,Atlanta Hawks,108.0,Denver Nuggets,128.0,Box Score,,19630.0,Ball Arena,
32,"Sun, Feb 5, 2023",1:00p,Orlando Magic,119.0,Charlotte Hornets,113.0,Box Score,,18510.0,Spectrum Center,
33,"Sun, Feb 5, 2023",5:00p,Cleveland Cavaliers,122.0,Indiana Pacers,103.0,Box Score,,17274.0,Gainbridge Fieldhouse,
34,"Sun, Feb 5, 2023",6:00p,Toronto Raptors,106.0,Memphis Grizzlies,103.0,Box Score,,17794.0,FedEx Forum,
35,"Sun, Feb 5, 2023",6:00p,Philadelphia 76ers,97.0,New York Knicks,108.0,Box Score,,17586.0,Madison Square Garden (IV),
36,"Sun, Feb 5, 2023",7:00p,Denver Nuggets,98.0,Minnesota Timberwolves,128.0,Box Score,,17136.0,Target Center,
37,"Sun, Feb 5, 2023",7:00p,Sacramento Kings,104.0,New Orleans Pelicans,136.0,Box Score,,17779.0,Smoothie King Center,
38,"Mon, Feb 6, 2023",7:00p,Boston Celtics,111.0,Detroit Pistons,99.0,Box Score,,17933.0,Little Caesars Arena,
39,"Mon, Feb 6, 2023",7:00p,Cleveland Cavaliers,114.0,Washington Wizards,91.0,Box Score,,16744.0,Capital One Arena,
40,"Mon, Feb 6, 2023",7:30p,Los Angeles Clippers,124.0,Brooklyn Nets,116.0,Box Score,,16981.0,Barclays Center,
41,"Mon, Feb 6, 2023",8:00p,San Antonio Spurs,104.0,Chicago Bulls,128.0,Box Score,,19291.0,United Center,
42,"Mon, Feb 6, 2023",8:00p,Sacramento Kings,140.0,Houston Rockets,120.0,Box Score,,15405.0,Toyota Center,
43,"Mon, Feb 6, 2023",9:00p,Dallas Mavericks,124.0,Utah Jazz,111.0,Box Score,,18206.0,Vivint Arena,
44,"Mon, Feb 6, 2023",10:00p,Oklahoma City Thunder,114.0,Golden State Warriors,141.0,Box Score,,18064.0,Chase Center,
45,"Mon, Feb 6, 2023",10:00p,Milwaukee Bucks,127.0,Portland Trail Blazers,108.0,Box Score,,18110.0,Moda Center,
46,"Tue, Feb 7, 2023",7:00p,New York Knicks,102.0,Orlando Magic,98.0,Box Score,,19438.0,Amway Center,
47,"Tue, Feb 7, 2023",7:30p,Phoenix Suns,116.0,Brooklyn Nets,112.0,Box Score,,17093.0,Barclays Center,
48,"Tue, Feb 7, 2023",7:30p,Atlanta Hawks,107.0,New Orleans Pelicans,116.0,Box Score,,16669.0,Smoothie King Center,
49,"Tue, Feb 7, 2023",8:00p,Chicago Bulls,89.0,Memphis Grizzlies,104.0,Box Score,,17012.0,FedEx Forum,
50,"Tue, Feb 7, 2023",9:00p,Minnesota Timberwolves,112.0,Denver Nuggets,146.0,Box Score,,18307.0,Ball Arena,
51,"Tue, Feb 7, 2023",10:00p,Oklahoma City Thunder,133.0,Los Angeles Lakers,130.0,Box Score,,18997.0,Crypto.com Arena,
52,"Wed, Feb 8, 2023",7:00p,Detroit Pistons,85.0,Cleveland Cavaliers,113.0,Box Score,,19432.0,Rocket Mortgage Fieldhouse,
53,"Wed, Feb 8, 2023",7:00p,Charlotte Hornets,104.0,Washington Wizards,118.0,Box Score,,16097.0,Capital One Arena,
54,"Wed, Feb 8, 2023",7:30p,Philadelphia 76ers,99.0,Boston Celtics,106.0,Box Score,,19156.0,TD Garden,
55,"Wed, Feb 8, 2023",7:30p,Indiana Pacers,111.0,Miami Heat,116.0,Box Score,,19600.0,FTX Arena,
56,"Wed, Feb 8, 2023",7:30p,San Antonio Spurs,98.0,Toronto Raptors,112.0,Box Score,,19800.0,Scotiabank Arena,
57,"Wed, Feb 8, 2023",8:00p,Sacramento Kings,130.0,Houston Rockets,128.0,Box Score,,15881.0,Toyota Center,
58,"Wed, Feb 8, 2023",9:00p,Minnesota Timberwolves,143.0,Utah Jazz,118.0,Box Score,,18206.0,Vivint Arena,
59,"Wed, Feb 8, 2023",10:00p,Dallas Mavericks,110.0,Los Angeles Clippers,104.0,Box Score,,18377.0,Crypto.com Arena,
60,"Wed, Feb 8, 2023",10:00p,Golden State Warriors,122.0,Portland Trail Blazers,125.0,Box Score,,18450.0,Moda Center,
61,"Thu, Feb 9, 2023",7:00p,Denver Nuggets,104.0,Orlando Magic,115.0,Box Score,,18846.0,Amway Center,
62,"Thu, Feb 9, 2023",7:30p,Phoenix Suns,107.0,Atlanta Hawks,116.0,Box Score,,17003.0,State Farm Arena,
63,"Thu, Feb 9, 2023",7:30p,Chicago Bulls,105.0,Brooklyn Nets,116.0,Box Score,,16938.0,Barclays Center,
64,"Thu, Feb 9, 2023",10:00p,Milwaukee Bucks,115.0,Los Angeles Lakers,106.0,Box Score,,18997.0,Crypto.com Arena,
65,"Fri, Feb 10, 2023",7:00p,San Antonio Spurs,131.0,Detroit Pistons,138.0,Box Score,2OT,17899.0,Little Caesars Arena,
66,"Fri, Feb 10, 2023",7:00p,Phoenix Suns,117.0,Indiana Pacers,104.0,Box Score,,16522.0,Gainbridge Fieldhouse,
67,"Fri, Feb 10, 2023",7:00p,New York Knicks,108.0,Philadelphia 76ers,119.0,Box Score,,21057.0,Wells Fargo Center,
68,"Fri, Feb 10, 2023",7:30p,Charlotte Hornets,116.0,Boston Celtics,127.0,Box Score,,19156.0,TD Garden,
69,"Fri, Feb 10, 2023",7:30p,Utah Jazz,122.0,Toronto Raptors,116.0,Box Score,,19800.0,Scotiabank Arena,
70,"Fri, Feb 10, 2023",8:00p,Minnesota Timberwolves,107.0,Memphis Grizzlies,128.0,Box Score,,17794.0,FedEx Forum,
71,"Fri, Feb 10, 2023",8:00p,Houston Rockets,95.0,Miami Heat,97.0,Box Score,,19600.0,FTX Arena,
72,"Fri, Feb 10, 2023",10:00p,Cleveland Cavaliers,118.0,New Orleans Pelicans,107.0,Box Score,,16398.0,Smoothie King Center,
73,"Fri, Feb 10, 2023",10:00p,Oklahoma City Thunder,138.0,Portland Trail Blazers,129.0,Box Score,,19424.0,Moda Center,
74,"Fri, Feb 10, 2023",10:00p,Dallas Mavericks,122.0,Sacramento Kings,114.0,Box Score,,18111.0,Golden 1 Center,
75,"Fri, Feb 10, 2023",10:30p,Milwaukee Bucks,119.0,Los Angeles Clippers,106.0,Box Score,,16614.0,Crypto.com Arena,
76,"Sat, Feb 11, 2023",6:00p,Philadelphia 76ers,101.0,Brooklyn Nets,98.0,Box Score,,17732.0,Barclays Center,
77,"Sat, Feb 11, 2023",7:00p,Denver Nuggets,119.0,Charlotte Hornets,105.0,Box Score,,19256.0,Spectrum Center,
78,"Sat, Feb 11, 2023",7:00p,Miami Heat,107.0,Orlando Magic,103.0,Box Score,OT,18223.0,Amway Center,
79,"Sat, Feb 11, 2023",7:00p,Indiana Pacers,113.0,Washington Wizards,127.0,Box Score,,18387.0,Capital One Arena,
80,"Sat, Feb 11, 2023",7:30p,San Antonio Spurs,106.0,Atlanta Hawks,125.0,Box Score,,17875.0,State Farm Arena,
81,"Sat, Feb 11, 2023",7:30p,Utah Jazz,120.0,New York Knicks,126.0,Box Score,,19339.0,Madison Square Garden (IV),
82,"Sat, Feb 11, 2023",8:00p,Chicago Bulls,89.0,Cleveland Cavaliers,97.0,Box Score,,19432.0,Rocket Mortgage Fieldhouse,
83,"Sat, Feb 11, 2023",8:30p,Los Angeles Lakers,109.0,Golden State Warriors,103.0,Box Score,,18064.0,Chase Center,
84,"Sat, Feb 11, 2023",10:00p,Dallas Mavericks,128.0,Sacramento Kings,133.0,Box Score,OT,18111.0,Golden 1 Center,
85,"Sun, Feb 12, 2023",2:00p,Memphis Grizzlies,109.0,Boston Celtics,119.0,Box Score,,19156.0,TD Garden,
86,"Sun, Feb 12, 2023",3:00p,Detroit Pistons,118.0,Toronto Raptors,119.0,Box Score,,19800.0,Scotiabank Arena,
87,"Mon, Feb 13, 2023",7:00p,Atlanta Hawks,138.0,Charlotte Hornets,144.0,Box Score,,14078.0,Spectrum Center,
88,"Mon, Feb 13, 2023",7:00p,San Antonio Spurs,109.0,Cleveland Cavaliers,117.0,Box Score,,19432.0,Rocket Mortgage Fieldhouse,
89,"Mon, Feb 13, 2023",7:00p,Utah Jazz,123.0,Indiana Pacers,117.0,Box Score,,15004.0,Gainbridge Fieldhouse,
90,"Mon, Feb 13, 2023",7:00p,Houston Rockets,104.0,Philadelphia 76ers,123.0,Box Score,,19850.0,Wells Fargo Center,
91,"Mon, Feb 13, 2023",7:30p,Denver Nuggets,112.0,Miami Heat,108.0,Box Score,,19755.0,FTX Arena,
92,"Mon, Feb 13, 2023",7:30p,Brooklyn Nets,106.0,New York Knicks,124.0,Box Score,,19812.0,Madison Square Garden (IV),
93,"Mon, Feb 13, 2023",8:00p,Orlando Magic,100.0,Chicago Bulls,91.0,Box Score,,20767.0,United Center,
94,"Mon, Feb 13, 2023",8:00p,New Orleans Pelicans,103.0,Oklahoma City Thunder,100.0,Box Score,,14920.0,Paycom Center,
95,"Mon, Feb 13, 2023",8:30p,Minnesota Timberwolves,124.0,Dallas Mavericks,121.0,Box Score,,20325.0,American Airlines Center,
96,"Mon, Feb 13, 2023",10:00p,Washington Wizards,126.0,Golden State Warriors,135.0,Box Score,,18064.0,Chase Center,
97,"Mon, Feb 13, 2023",10:00p,Los Angeles Lakers,115.0,Portland Trail Blazers,127.0,Box Score,,18299.0,Moda Center,
98,"Tue, Feb 14, 2023",7:30p,Boston Celtics,125.0,Milwaukee Bucks,131.0,Box Score,OT,17623.0,Fiserv Forum,
99,"Tue, Feb 14, 2023",7:30p,Orlando Magic,113.0,Toronto Raptors,123.0,Box Score,,19800.0,Scotiabank Arena,
100,"Tue, Feb 14, 2023",9:00p,Sacramento Kings,109.0,Phoenix Suns,120.0,Box Score,,17071.0,Footprint Center,
101,"Tue, Feb 14, 2023",10:00p,Golden State Warriors,124.0,Los Angeles Clippers,134.0,Box Score,,16741.0,Crypto.com Arena,
102,"Tue, Feb 14, 2023",10:00p,Washington Wizards,126.0,Portland Trail Blazers,101.0,Box Score,,18004.0,Moda Center,
103,"Wed, Feb 15, 2023",7:00p,San Antonio Spurs,,Charlotte Hornets,,,,,Spectrum Center,
104,"Wed, Feb 15, 2023",7:00p,Chicago Bulls,,Indiana Pacers,,,,,Gainbridge Fieldhouse,
105,"Wed, Feb 15, 2023",7:30p,New York Knicks,,Atlanta Hawks,,,,,State Farm Arena,
106,"Wed, Feb 15, 2023",7:30p,Detroit Pistons,,Boston Celtics,,,,,TD Garden,
107,"Wed, Feb 15, 2023",7:30p,Miami Heat,,Brooklyn Nets,,,,,Barclays Center,
108,"Wed, Feb 15, 2023",7:30p,Cleveland Cavaliers,,Philadelphia 76ers,,,,,Wells Fargo Center,
109,"Wed, Feb 15, 2023",8:00p,Utah Jazz,,Memphis Grizzlies,,,,,FedEx Forum,
110,"Wed, Feb 15, 2023",8:00p,Houston Rockets,,Oklahoma City Thunder,,,,,Paycom Center,
111,"Wed, Feb 15, 2023",9:00p,Dallas Mavericks,,Denver Nuggets,,,,,Ball Arena,
112,"Wed, Feb 15, 2023",10:00p,New Orleans Pelicans,,Los Angeles Lakers,,,,,Crypto.com Arena,
113,"Thu, Feb 16, 2023",7:30p,Milwaukee Bucks,,Chicago Bulls,,,,,United Center,
114,"Thu, Feb 16, 2023",8:00p,Washington Wizards,,Minnesota Timberwolves,,,,,Target Center,
115,"Thu, Feb 16, 2023",10:00p,Los Angeles Clippers,,Phoenix Suns,,,,,Footprint Center,
116,"Thu, Feb 23, 2023",7:00p,Denver Nuggets,,Cleveland Cavaliers,,,,,Rocket Mortgage Fieldhouse,
117,"Thu, Feb 23, 2023",7:00p,Boston Celtics,,Indiana Pacers,,,,,Gainbridge Fieldhouse,
118,"Thu, Feb 23, 2023",7:00p,Detroit Pistons,,Orlando Magic,,,,,Amway Center,
119,"Thu, Feb 23, 2023",7:30p,Memphis Grizzlies,,Philadelphia 76ers,,,,,Wells Fargo Center,
120,"Thu, Feb 23, 2023",7:30p,New Orleans Pelicans,,Toronto Raptors,,,,,Scotiabank Arena,
121,"Thu, Feb 23, 2023",8:30p,San Antonio Spurs,,Dallas Mavericks,,,,,American Airlines Center,
122,"Thu, Feb 23, 2023",9:00p,Oklahoma City Thunder,,Utah Jazz,,,,,Vivint Arena,
123,"Thu, Feb 23, 2023",10:00p,Golden State Warriors,,Los Angeles Lakers,,,,,Crypto.com Arena,
124,"Thu, Feb 23, 2023",10:00p,Portland Trail Blazers,,Sacramento Kings,,,,,Golden 1 Center,
125,"Fri, Feb 24, 2023",7:00p,New York Knicks,,Washington Wizards,,,,,Capital One Arena,
126,"Fri, Feb 24, 2023",7:30p,Cleveland Cavaliers,,Atlanta Hawks,,,,,State Farm Arena,
127,"Fri, Feb 24, 2023",7:30p,Miami Heat,,Milwaukee Bucks,,,,,Fiserv Forum,
128,"Fri, Feb 24, 2023",8:00p,Charlotte Hornets,,Minnesota Timberwolves,,,,,Target Center,
129,"Fri, Feb 24, 2023",9:00p,Oklahoma City Thunder,,Phoenix Suns,,,,,Footprint Center,
130,"Fri, Feb 24, 2023",10:00p,Brooklyn Nets,,Chicago Bulls,,,,,United Center,
131,"Fri, Feb 24, 2023",10:00p,Houston Rockets,,Golden State Warriors,,,,,Chase Center,
132,"Fri, Feb 24, 2023",10:30p,Sacramento Kings,,Los Angeles Clippers,,,,,Crypto.com Arena,
133,"Sat, Feb 25, 2023",12:00p,Toronto Raptors,,Detroit Pistons,,,,,Little Caesars Arena,
134,"Sat, Feb 25, 2023",7:00p,Miami Heat,,Charlotte Hornets,,,,,Spectrum Center,
135,"Sat, Feb 25, 2023",7:00p,Indiana Pacers,,Orlando Magic,,,,,Amway Center,
136,"Sat, Feb 25, 2023",7:30p,New Orleans Pelicans,,New York Knicks,,,,,Madison Square Garden (IV),
137,"Sat, Feb 25, 2023",8:00p,Denver Nuggets,,Memphis Grizzlies,,,,,FedEx Forum,
138,"Sat, Feb 25, 2023",8:30p,Boston Celtics,,Philadelphia 76ers,,,,,Wells Fargo Center,
139,"Sat, Feb 25, 2023",9:00p,San Antonio Spurs,,Utah Jazz,,,,,Vivint Arena,
140,"Sun, Feb 26, 2023",1:00p,Phoenix Suns,,Milwaukee Bucks,,,,,Fiserv Forum,
141,"Sun, Feb 26, 2023",3:00p,Brooklyn Nets,,Atlanta Hawks,,,,,State Farm Arena,
142,"Sun, Feb 26, 2023",3:30p,Washington Wizards,,Chicago Bulls,,,,,United Center,
143,"Sun, Feb 26, 2023",3:30p,Los Angeles Lakers,,Dallas Mavericks,,,,,American Airlines Center,
144,"Sun, Feb 26, 2023",6:00p,Toronto Raptors,,Cleveland Cavaliers,,,,,Rocket Mortgage Fieldhouse,
145,"Sun, Feb 26, 2023",7:00p,Sacramento Kings,,Oklahoma City Thunder,,,,,Paycom Center,
146,"Sun, Feb 26, 2023",7:30p,Minnesota Timberwolves,,Golden State Warriors,,,,,Chase Center,
147,"Sun, Feb 26, 2023",9:00p,Houston Rockets,,Portland Trail Blazers,,,,,Moda Center,
148,"Sun, Feb 26, 2023",10:00p,Los Angeles Clippers,,Denver Nuggets,,,,,Ball Arena,
149,"Mon, Feb 27, 2023",7:00p,Detroit Pistons,,Charlotte Hornets,,,,,Spectrum Center,
150,"Mon, Feb 27, 2023",7:00p,Miami Heat,,Philadelphia 76ers,,,,,Wells Fargo Center,
151,"Mon, Feb 27, 2023",7:30p,Boston Celtics,,New York Knicks,,,,,Madison Square Garden (IV),
152,"Mon, Feb 27, 2023",8:00p,Orlando Magic,,New Orleans Pelicans,,,,,Smoothie King Center,
153,"Tue, Feb 28, 2023",7:30p,Washington Wizards,,Atlanta Hawks,,,,,State Farm Arena,
154,"Tue, Feb 28, 2023",7:30p,Milwaukee Bucks,,Brooklyn Nets,,,,,Barclays Center,
155,"Tue, Feb 28, 2023",7:30p,Chicago Bulls,,Toronto Raptors,,,,,Scotiabank Arena,
156,"Tue, Feb 28, 2023",8:00p,Denver Nuggets,,Houston Rockets,,,,,Toyota Center,
157,"Tue, Feb 28, 2023",8:00p,Los Angeles Lakers,,Memphis Grizzlies,,,,,FedEx Forum,
158,"Tue, Feb 28, 2023",8:00p,Sacramento Kings,,Oklahoma City Thunder,,,,,Paycom Center,
159,"Tue, Feb 28, 2023",8:30p,Indiana Pacers,,Dallas Mavericks,,,,,American Airlines Center,
160,"Tue, Feb 28, 2023",9:00p,San Antonio Spurs,,Utah Jazz,,,,,Vivint Arena,
161,"Tue, Feb 28, 2023",10:00p,Portland Trail Blazers,,Golden State Warriors,,,,,Chase Center,
162,"Tue, Feb 28, 2023",10:00p,Minnesota Timberwolves,,Los Angeles Clippers,,,,,Crypto.com Arena,
0,"Wed, Mar 1, 2023",7:00p,Phoenix Suns,,Charlotte Hornets,,,,,Spectrum Center,
1,"Wed, Mar 1, 2023",7:00p,Chicago Bulls,,Detroit Pistons,,,,,Little Caesars Arena,
2,"Wed, Mar 1, 2023",7:30p,Cleveland Cavaliers,,Boston Celtics,,,,,TD Garden,
3,"Wed, Mar 1, 2023",7:30p,Philadelphia 76ers,,Miami Heat,,,,,FTX Arena,
4,"Wed, Mar 1, 2023",7:30p,Brooklyn Nets,,New York Knicks,,,,,Madison Square Garden (IV),
5,"Wed, Mar 1, 2023",8:00p,Memphis Grizzlies,,Houston Rockets,,,,,Toyota Center,
6,"Wed, Mar 1, 2023",8:00p,Orlando Magic,,Milwaukee Bucks,,,,,Fiserv Forum,
7,"Wed, Mar 1, 2023",8:00p,Los Angeles Lakers,,Oklahoma City Thunder,,,,,Paycom Center,
8,"Wed, Mar 1, 2023",10:00p,New Orleans Pelicans,,Portland Trail Blazers,,,,,Moda Center,
9,"Thu, Mar 2, 2023",7:00p,Toronto Raptors,,Washington Wizards,,,,,Capital One Arena,
10,"Thu, Mar 2, 2023",7:30p,Philadelphia 76ers,,Dallas Mavericks,,,,,American Airlines Center,
11,"Thu, Mar 2, 2023",8:30p,Indiana Pacers,,San Antonio Spurs,,,,,AT&T Center,
12,"Thu, Mar 2, 2023",10:00p,Los Angeles Clippers,,Golden State Warriors,,,,,Chase Center,
13,"Fri, Mar 3, 2023",7:00p,Orlando Magic,,Charlotte Hornets,,,,,Spectrum Center,
14,"Fri, Mar 3, 2023",7:30p,Portland Trail Blazers,,Atlanta Hawks,,,,,State Farm Arena,
15,"Fri, Mar 3, 2023",7:30p,Brooklyn Nets,,Boston Celtics,,,,,TD Garden,
16,"Fri, Mar 3, 2023",8:00p,Phoenix Suns,,Chicago Bulls,,,,,United Center,
17,"Fri, Mar 3, 2023",8:00p,New York Knicks,,Miami Heat,,,,,FTX Arena,
18,"Fri, Mar 3, 2023",8:00p,Utah Jazz,,Oklahoma City Thunder,,,,,Paycom Center,
19,"Fri, Mar 3, 2023",10:00p,Memphis Grizzlies,,Denver Nuggets,,,,,Ball Arena,
20,"Fri, Mar 3, 2023",10:00p,New Orleans Pelicans,,Golden State Warriors,,,,,Chase Center,
21,"Fri, Mar 3, 2023",10:00p,Los Angeles Clippers,,Sacramento Kings,,,,,Golden 1 Center,
22,"Fri, Mar 3, 2023",10:30p,Minnesota Timberwolves,,Los Angeles Lakers,,,,,Crypto.com Arena,
23,"Sat, Mar 4, 2023",5:00p,Toronto Raptors,,Washington Wizards,,,,,Capital One Arena,
24,"Sat, Mar 4, 2023",7:30p,Detroit Pistons,,Cleveland Cavaliers,,,,,Rocket Mortgage Fieldhouse,
25,"Sat, Mar 4, 2023",8:00p,Atlanta Hawks,,Miami Heat,,,,,FTX Arena,
26,"Sat, Mar 4, 2023",8:00p,Houston Rockets,,San Antonio Spurs,,,,,AT&T Center,
27,"Sat, Mar 4, 2023",8:30p,Philadelphia 76ers,,Milwaukee Bucks,,,,,Fiserv Forum,
28,"Sat, Mar 4, 2023",10:00p,Minnesota Timberwolves,,Sacramento Kings,,,,,Golden 1 Center,
29,"Sun, Mar 5, 2023",1:00p,Phoenix Suns,,Dallas Mavericks,,,,,American Airlines Center,
30,"Sun, Mar 5, 2023",3:30p,Indiana Pacers,,Chicago Bulls,,,,,United Center,
31,"Sun, Mar 5, 2023",3:30p,Golden State Warriors,,Los Angeles Lakers,,,,,Crypto.com Arena,
32,"Sun, Mar 5, 2023",6:00p,Charlotte Hornets,,Brooklyn Nets,,,,,Barclays Center,
33,"Sun, Mar 5, 2023",6:00p,Portland Trail Blazers,,Orlando Magic,,,,,Amway Center,
34,"Sun, Mar 5, 2023",7:00p,San Antonio Spurs,,Houston Rockets,,,,,Toyota Center,
35,"Sun, Mar 5, 2023",7:00p,Utah Jazz,,Oklahoma City Thunder,,,,,Paycom Center,
36,"Sun, Mar 5, 2023",7:30p,New York Knicks,,Boston Celtics,,,,,TD Garden,
37,"Sun, Mar 5, 2023",7:30p,Milwaukee Bucks,,Washington Wizards,,,,,Capital One Arena,
38,"Sun, Mar 5, 2023",10:00p,Memphis Grizzlies,,Los Angeles Clippers,,,,,Crypto.com Arena,
39,"Mon, Mar 6, 2023",7:00p,Boston Celtics,,Cleveland Cavaliers,,,,,Rocket Mortgage Fieldhouse,
40,"Mon, Mar 6, 2023",7:00p,Portland Trail Blazers,,Detroit Pistons,,,,,Little Caesars Arena,
41,"Mon, Mar 6, 2023",7:00p,Philadelphia 76ers,,Indiana Pacers,,,,,Gainbridge Fieldhouse,
42,"Mon, Mar 6, 2023",7:30p,Atlanta Hawks,,Miami Heat,,,,,FTX Arena,
43,"Mon, Mar 6, 2023",9:00p,Toronto Raptors,,Denver Nuggets,,,,,Ball Arena,
44,"Mon, Mar 6, 2023",10:00p,New Orleans Pelicans,,Sacramento Kings,,,,,Golden 1 Center,
45,"Tue, Mar 7, 2023",7:00p,Washington Wizards,,Detroit Pistons,,,,,Little Caesars Arena,
46,"Tue, Mar 7, 2023",7:00p,Milwaukee Bucks,,Orlando Magic,,,,,Amway Center,
47,"Tue, Mar 7, 2023",7:30p,Philadelphia 76ers,,Minnesota Timberwolves,,,,,Target Center,
48,"Tue, Mar 7, 2023",7:30p,Charlotte Hornets,,New York Knicks,,,,,Madison Square Garden (IV),
49,"Tue, Mar 7, 2023",8:00p,Brooklyn Nets,,Houston Rockets,,,,,Toyota Center,
50,"Tue, Mar 7, 2023",8:00p,Golden State Warriors,,Oklahoma City Thunder,,,,,Paycom Center,
51,"Tue, Mar 7, 2023",8:30p,Utah Jazz,,Dallas Mavericks,,,,,American Airlines Center,
52,"Tue, Mar 7, 2023",10:00p,Memphis Grizzlies,,Los Angeles Lakers,,,,,Crypto.com Arena,
53,"Wed, Mar 8, 2023",7:00p,Atlanta Hawks,,Washington Wizards,,,,,Capital One Arena,
54,"Wed, Mar 8, 2023",7:30p,Portland Trail Blazers,,Boston Celtics,,,,,TD Garden,
55,"Wed, Mar 8, 2023",7:30p,Cleveland Cavaliers,,Miami Heat,,,,,FTX Arena,
56,"Wed, Mar 8, 2023",7:30p,Dallas Mavericks,,New Orleans Pelicans,,,,,Smoothie King Center,
57,"Wed, Mar 8, 2023",9:00p,Chicago Bulls,,Denver Nuggets,,,,,Ball Arena,
58,"Wed, Mar 8, 2023",9:00p,Oklahoma City Thunder,,Phoenix Suns,,,,,Footprint Center,
59,"Wed, Mar 8, 2023",10:00p,Toronto Raptors,,Los Angeles Clippers,,,,,Crypto.com Arena,
60,"Thu, Mar 9, 2023",7:00p,Charlotte Hornets,,Detroit Pistons,,,,,Little Caesars Arena,
61,"Thu, Mar 9, 2023",7:00p,Houston Rockets,,Indiana Pacers,,,,,Gainbridge Fieldhouse,
62,"Thu, Mar 9, 2023",7:00p,Utah Jazz,,Orlando Magic,,,,,Amway Center,
63,"Thu, Mar 9, 2023",7:30p,Brooklyn Nets,,Milwaukee Bucks,,,,,Fiserv Forum,
64,"Thu, Mar 9, 2023",10:00p,Golden State Warriors,,Memphis Grizzlies,,,,,FedEx Forum,
65,"Thu, Mar 9, 2023",10:00p,New York Knicks,,Sacramento Kings,,,,,Golden 1 Center,
66,"Fri, Mar 10, 2023",7:00p,Portland Trail Blazers,,Philadelphia 76ers,,,,,Wells Fargo Center,
67,"Fri, Mar 10, 2023",7:00p,Atlanta Hawks,,Washington Wizards,,,,,Capital One Arena,
68,"Fri, Mar 10, 2023",8:00p,Cleveland Cavaliers,,Miami Heat,,,,,FTX Arena,
69,"Fri, Mar 10, 2023",8:00p,Brooklyn Nets,,Minnesota Timberwolves,,,,,Target Center,
70,"Fri, Mar 10, 2023",8:00p,Denver Nuggets,,San Antonio Spurs,,,,,AT&T Center,
71,"Fri, Mar 10, 2023",10:30p,Toronto Raptors,,Los Angeles Lakers,,,,,Crypto.com Arena,
72,"Sat, Mar 11, 2023",4:00p,New York Knicks,,Los Angeles Clippers,,,,,Crypto.com Arena,
73,"Sat, Mar 11, 2023",7:00p,Utah Jazz,,Charlotte Hornets,,,,,Spectrum Center,
74,"Sat, Mar 11, 2023",7:00p,Indiana Pacers,,Detroit Pistons,,,,,Little Caesars Arena,
75,"Sat, Mar 11, 2023",7:00p,Miami Heat,,Orlando Magic,,,,,Amway Center,
76,"Sat, Mar 11, 2023",7:30p,Boston Celtics,,Atlanta Hawks,,,,,State Farm Arena,
77,"Sat, Mar 11, 2023",8:00p,Chicago Bulls,,Houston Rockets,,,,,Toyota Center,
78,"Sat, Mar 11, 2023",8:00p,Dallas Mavericks,,Memphis Grizzlies,,,,,FedEx Forum,
79,"Sat, Mar 11, 2023",8:30p,Milwaukee Bucks,,Golden State Warriors,,,,,Chase Center,
80,"Sat, Mar 11, 2023",8:30p,Oklahoma City Thunder,,New Orleans Pelicans,,,,,Smoothie King Center,
81,"Sat, Mar 11, 2023",10:00p,Sacramento Kings,,Phoenix Suns,,,,,Footprint Center,
82,"Sun, Mar 12, 2023",3:30p,Brooklyn Nets,,Denver Nuggets,,,,,Ball Arena,
83,"Sun, Mar 12, 2023",5:00p,Cleveland Cavaliers,,Charlotte Hornets,,,,,Spectrum Center,
84,"Sun, Mar 12, 2023",6:00p,Washington Wizards,,Philadelphia 76ers,,,,,Wells Fargo Center,
85,"Sun, Mar 12, 2023",7:00p,Portland Trail Blazers,,New Orleans Pelicans,,,,,Smoothie King Center,
86,"Sun, Mar 12, 2023",7:00p,Oklahoma City Thunder,,San Antonio Spurs,,,,,AT&T Center,
87,"Sun, Mar 12, 2023",9:00p,New York Knicks,,Los Angeles Lakers,,,,,Crypto.com Arena,
88,"Mon, Mar 13, 2023",7:00p,Indiana Pacers,,Detroit Pistons,,,,,Little Caesars Arena,
89,"Mon, Mar 13, 2023",7:30p,Minnesota Timberwolves,,Atlanta Hawks,,,,,State Farm Arena,
90,"Mon, Mar 13, 2023",7:30p,Memphis Grizzlies,,Dallas Mavericks,,,,,American Airlines Center,
91,"Mon, Mar 13, 2023",7:30p,Utah Jazz,,Miami Heat,,,,,FTX Arena,
92,"Mon, Mar 13, 2023",8:00p,Boston Celtics,,Houston Rockets,,,,,Toyota Center,
93,"Mon, Mar 13, 2023",10:00p,Phoenix Suns,,Golden State Warriors,,,,,Chase Center,
94,"Mon, Mar 13, 2023",10:00p,Milwaukee Bucks,,Sacramento Kings,,,,,Golden 1 Center,
